CODBARRAS,NOME,APRES,DESCRICAO,Código,Qtde.Est., Vlr.Mínimo , Valor Fracão , Vlr.Máximo ,CÓDIGO2,PRINCIPIOATIVO,Portaria Controlados ANS,GENERICO, Vlr. Balcão , Vlr.Compra ,Laboratório,Frac.,IPI,NEGPOS,GRUPOS,CODNBMSH,RETEMPISCOFINS,PCIVA,DESC LAB,EST MIN
7896004706375,CLORTALIDONA,"12,5mg cx 60 comp","CLORTALIDONA - 12,5mg cx 60 comp",000219530,0, 8.69 ,12.01, 12.01 ,,CLORTALIDONA,NA,S, 7.81 , 6.98 ,000466,1,0,+,GENERICOS,30049069,N, 33.00 ,EMS GENERICO,0
7896004718606,CLORTALIDONA,"12,5mg cx 90 comp","CLORTALIDONA - 12,5mg cx 90 comp",000224690,0, 11.77 ,16.27, 16.27 ,,CLORTALIDONA,NA,S, 10.58 , 9.19 ,000466,1,0,+,GENERICOS,30049076,N, 38.24 ,EMS GENERICO,0
7896004706368,CLORTALIDONA,25mg cx 60 comp,CLORTALIDONA - 25mg cx 60 comp,000219531,0, 15.29 ,21.14, 21.14 ,,CLORTALIDONA,NA,S, 13.74 , 11.94 ,000466,1,0,+,GENERICOS,30049049,N, 33.00 ,EMS GENERICO,0
7896004708867,CLORTALIDONA,50mg cx 30 comp,CLORTALIDONA - 50mg cx 30 comp,000219821,0, 11.34 ,15.68, 15.68 ,,CLORTALIDONA,NA,S, 10.19 , 8.85 ,000438,1,0,+,GENERICOS,30049076,N, 38.24 ,GENERICOS GERMED,0
7896004705583,CLORTALIDONA,50mg cx 30 comp,CLORTALIDONA - 50mg cx 30 comp,000219534,0, 11.64 ,16.09, 16.09 ,,CLORTALIDONA,NA,S, 10.46 , 9.34 ,000466,1,0,+,GENERICOS,30049099,N, 33.00 ,EMS GENERICO,0
7896004718620,CLORTALIDONA,50mg cx 90 comp,CLORTALIDONA - 50mg cx 90 comp,000224692,0, 31.47 ,43.5, 43.5 ,,CLORTALIDONA,NA,S, 28.28 , 24.57 ,000466,1,0,+,GENERICOS,30049076,N, 38.24 ,EMS GENERICO,0
7897406111873,CLORTAMINA,50mg sol inj 5fa x 10ml,CLORTAMINA - 50mg sol inj 5fa x 10ml,000226333,0, 279.3 ,0, -   ,,CLORIDRATO DE CETAMINA,NA,N, -   , -   ,000026,1,0,+,NENHUM,30049032,N, 38.24 ,BIOCHIMICO,0
7898216360888,CLORTON,25mg cx 42 comp,CLORTON - 25mg cx 42 comp,000218011,0, 10.02 ,13.85, 13.85 ,,CLORTALIDONA,NA,N, 11.77 , -   ,000368,1,0,+,NENHUM,0,S, 38.24 ,PHARLAB,0
7898216360895,CLORTON,50mg cx 28 comp,CLORTON - 50mg cx 28 comp,000218015,0, 10.83 ,14.97, 14.97 ,,CLORTALIDONA,NA,N, 12.72 , -   ,000368,1,0,+,NENHUM,0,S, 38.24 ,PHARLAB,0
7896422515399,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA,5+5mg crem derm bg 30g,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA - 5+5mg crem derm bg 30g,000227062,0, 15.83 ,21.06, 21.06 ,,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA,NA,S, 13.69 , 6.28 ,000314,1,0,-,GENERICOS,30049099,S, 33.00 ,MEDLEY,0
7896422515405,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA,5+5mg crem vag bg 45g+8aplic,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA - 5+5mg crem vag bg 45g+8aplic,000227063,0, 27.01 ,35.92, 35.92 ,,ACETATO DE CLOSTEBOL+SULFATO DE NEOMICINA,AT,S, 23.35 , 11.73 ,000314,1,0,-,GENERICOS,30049099,N, 38.24 ,MEDLEY,0
7896112143697,CLOTREN,10mg creme derm bg 50g,CLOTREN - 10mg creme derm bg 50g,000214412,0, 9.53 ,12.68, 12.68 ,,CLOTRIMAZOL,NA,N, 10.78 , -   ,000177,1,0,-,NENHUM,0,S, 33.00 ,TEUTO,0
7897473204331,CLOTRIGEL,20mg bg+3aplic,CLOTRIGEL - 20mg bg+3aplic,000229297,0, 23.66 ,31.47, 31.47 ,,CLOTRIMAZOL,NA,N, 26.75 , 20.41 ,000109,1,0,-,TARJADO,30049099,N, 33.00 ,GLENMARK,0
7896714204154,CLOTRIMAZOL,10mg crem derm bg 20g,CLOTRIMAZOL - 10mg crem derm bg 20g,000221877,0, 7.17 ,9.54, 9.54 ,,CLOTRIMAZOL,NA,S, 6.2 , 2.51 ,000133,1,0,-,GENERICOS,30049069,N, 33.00 ,NEO QUIMICA,0
7896004721231,CLOTRIMAZOL,10mg crem bg 20g,CLOTRIMAZOL - 10mg crem bg 20g,000226784,0, 7.22 ,9.6, 9.6 ,,CLOTRIMAZOL,NA,S, 6.24 , 5.63 ,000438,1,0,-,GENERICOS,3004909901,N, 33.00 ,GENERICOS GERMED,0
7894916143813,CLOTRIMAZOL,10mg creme bg 20g,CLOTRIMAZOL - 10mg creme bg 20g,000226973,0, 7.13 ,9.48, 9.48 ,,CLOTRIMAZOL,NA,S, 6.16 , 5.56 ,000462,1,0,-,GENERICOS,30049069,N, 38.24 ,LEGRAND GENERICOS,0
7896004718453,CLOTRIMAZOL,10mg crem bg 20g,CLOTRIMAZOL - 10mg crem bg 20g,000211237,1, 7.17 ,9.54, 9.54 ,,CLOTRIMAZOL,NA,S, 6.2 , 4.16 ,000466,1,0,-,GENERICOS,30049099,N, 38.24 ,EMS GENERICO,0
7896714213828,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000231489,0, 26.88 ,35.75, 35.75 ,,CLOTRIMAZOL,NA,S, 23.24 , 20.99 ,000133,1,0,-,GENERICOS,0,S, 33.00 ,NEO QUIMICA,0
7896112145806,CLOTRIMAZOL,10mg creme derm bg 50g,CLOTRIMAZOL - 10mg creme derm bg 50g,000223646,0, 14.4 ,19.15, 19.15 ,,CLOTRIMAZOL,NA,S, 12.45 , 11.24 ,000177,1,0,-,GENERICOS,3004909901,N, 33.00 ,TEUTO,0
7896006242055,CLOTRIMAZOL,10mg creme derm bg 20g,CLOTRIMAZOL - 10mg creme derm bg 20g,000227487,0, 7.26 ,9.65, 9.65 ,,CLOTRIMAZOL,NA,S, 6.27 , 5.67 ,000180,1,0,-,GENERICOS,0,S, 33.00 ,UNIAO QUIMICA,0
7896472504596,CLOTRIMAZOL,10mg crem derm bg 20g,CLOTRIMAZOL - 10mg crem derm bg 20g,000230758,0, 6.95 ,9.24, 9.24 ,,CLOTRIMAZOL,NA,S, 6.01 , 5.42 ,000419,1,0,-,GENERICOS,0,S, 33.00 ,MULTILAB,0
7896472504657,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000230759,0, 21.47 ,28.56, 28.56 ,,CLOTRIMAZOL,NA,S, 18.56 , 18.05 ,000419,1,0,-,GENERICOS,0,S, 33.00 ,MULTILAB,0
7896004711423,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000222231,0, 26.98 ,35.88, 35.88 ,,CLOTRIMAZOL,NA,S, 23.32 , 21.06 ,000466,1,0,-,GENERICOS,30049039,N, 38.24 ,EMS GENERICO,0
7896004711416,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000222698,0, 25.15 ,33.45, 33.45 ,,CLOTRIMAZOL,NA,S, 21.74 , 19.63 ,000438,1,0,-,GENERICOS,30049099,N, 38.24 ,GENERICOS GERMED,0
7896422506427,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000215585,0, 26.98 ,35.88, 35.88 ,,CLOTRIMAZOL,NA,S, 23.32 , 21.06 ,000314,1,0,-,GENERICOS,30049099,N, 38.24 ,MEDLEY,0
7898148297474,CLOTRIMAZOL,10mg crem derm cx 100 bg x 20g hosp,CLOTRIMAZOL - 10mg crem derm cx 100 bg x 20g hosp,000235839,0, 447.97 ,0, -   ,,CLOTRIMAZOL,NA,S, 320.3 , 349.76 ,000387,1,0,-,GENERICOS,0,S, 33.00 ,"PRATI, DONADUZZI",0
7898148297467,CLOTRIMAZOL,10mg/g crem derm bg 20g,CLOTRIMAZOL - 10mg/g crem derm bg 20g,000221701,0, 7.24 ,9.62, 9.62 ,,CLOTRIMAZOL,NA,S, 6.25 , 5.66 ,000387,1,0,-,GENERICOS,30049069,N, 33.00 ,"PRATI, DONADUZZI",0
7896004711409,CLOTRIMAZOL,20mg crem vag bg 20g+3aplic,CLOTRIMAZOL - 20mg crem vag bg 20g+3aplic,000223068,0, 25.86 ,34.39, 34.39 ,,CLOTRIMAZOL,NA,S, 22.35 , 20.19 ,000438,1,0,-,GENERICOS,30049099,N, 38.24 ,GENERICOS GERMED,0
7896422506434,CLOTRIMAZOL,20mg crem vag bg 20g+3aplic,CLOTRIMAZOL - 20mg crem vag bg 20g+3aplic,000215587,0, 26.00 ,34.58, 34.58 ,,CLOTRIMAZOL,NA,S, 22.48 , 7.01 ,000314,1,0,-,GENERICOS,30049099,N, 38.24 ,MEDLEY,0
7896422504812,CLOTRIMAZOL,crem derm bg 20g,CLOTRIMAZOL - crem derm bg 20g,000212722,2, 7.25 ,9.64, 9.64 ,,CLOTRIMAZOL,NA,S, 6.27 , 3.61 ,000314,1,0,-,GENERICOS,30049099,N, 38.24 ,MEDLEY,0
7896112158288,CLOTRIMAZOL,10mg crem derm bg 20g,CLOTRIMAZOL - 10mg crem derm bg 20g,000234017,0, 5.75 ,7.65, 7.65 ,,CLOTRIMAZOL,NA,S, 4.49 , 4.49 ,000177,1,0,-,NENHUM,0,S, -   ,TEUTO,0
7899547505870,CLOTRIMAZOL,20mg/g crem vag bg x 20g+3 aplic,CLOTRIMAZOL - 20mg/g crem vag bg x 20g+3 aplic,000244040,0, 25.98 ,34.55, 34.55 ,,CLOTRIMAZOL,NA,S, 25.98 , 25.98 ,000387,1,0,+,NENHUM,0,N, -   ,"PRATI, DONADUZZI",0
7895296268011,CLOTRIMAZOL,10mg crem vag bg 35g+6aplic,CLOTRIMAZOL - 10mg crem vag bg 35g+6aplic,000243083,0, 24.25 ,32.25, 32.25 ,,CLOTRIMAZOL,NA,S, 22.52 , 22.52 ,000408,1,0,-,NENHUM,0,N, -   ,NOVA QUIMICA,0
7895296268028,CLOTRIMAZOL,20mg crem vag bg 20g+3aplic,CLOTRIMAZOL - 20mg crem vag bg 20g+3aplic,000243084,0, 25.14 ,33.44, 33.44 ,,CLOTRIMAZOL,NA,S, 23.34 , 23.34 ,000408,1,0,-,NENHUM,0,N, -   ,NOVA QUIMICA,0
7898049795321,CLOTRIMAZOL,10mg crem derm bg 50g,CLOTRIMAZOL - 10mg crem derm bg 50g,000240709,0, 14.43 ,19.19, 19.19 ,,CLOTRIMAZOL,NA,S, 13.4 , 13.4 ,000360,1,0,-,NENHUM,0,N, -   ,VITAPAN,0
7898049795338,CLOTRIMAZOL,10mg crem derm cx 50bg x 50g emb hosp,CLOTRIMAZOL - 10mg crem derm cx 50bg x 50g emb hosp,000240708,0, 250.00 ,0, -   ,,CLOTRIMAZOL,NA,S, 250.00 , 250.00 ,000360,1,0,-,NENHUM,0,N, -   ,VITAPAN,0
7899547505856,CLOTRIMAZOL,10mg/g crem vag bg x 35g+6 aplic,CLOTRIMAZOL - 10mg/g crem vag bg x 35g+6 aplic,000242424,0, 26.87 ,35.74, 35.74 ,,CLOTRIMAZOL,NA,S, 25.05 , 25.05 ,000387,1,0,-,NENHUM,0,N, -   ,"PRATI, DONADUZZI",0
7896004715377,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,"10+0,4mg crem bg 40g","CLOTRIMAZOL+ACETATO DE DEXAMETASONA - 10+0,4mg crem bg 40g",000224409,0, 14.62 ,19.44, 19.44 ,,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,NA,S, 12.64 , 6.33 ,000438,1,0,-,GENERICOS,30049069,N, 33.00 ,GENERICOS GERMED,0
7894916143431,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,"10+0,4mg creme bg 40g","CLOTRIMAZOL+ACETATO DE DEXAMETASONA - 10+0,4mg creme bg 40g",000224421,0, 14.79 ,19.67, 19.67 ,,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,NA,S, 12.79 , 11.7 ,000462,1,0,-,GENERICOS,3004909901,N, 33.00 ,LEGRAND GENERICOS,0
7896422507202,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,"10+0,4mg crem derm bg 40g","CLOTRIMAZOL+ACETATO DE DEXAMETASONA - 10+0,4mg crem derm bg 40g",000217801,1, 14.92 ,19.84, 19.84 ,,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,NA,S, 12.9 , 7.32 ,000314,1,0,-,GENERICOS,30049099,N, 38.24 ,MEDLEY,0
7898148297313,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,"10+0,4mg/g crem derm bg 40g","CLOTRIMAZOL+ACETATO DE DEXAMETASONA - 10+0,4mg/g crem derm bg 40g",000221200,0, 14.9 ,19.82, 19.82 ,,CLOTRIMAZOL+ACETATO DE DEXAMETASONA,NA,S, 12.88 , 11.79 ,000387,1,0,-,GENERICOS,30043210,N, 33.00 ,"PRATI, DONADUZZI",0
7898414851256,CLOTRIMIX,10mg/g creme derm bg 20g,CLOTRIMIX - 10mg/g creme derm bg 20g,000235426,0, 15.83 ,21.05, 21.05 ,,CLOTRIMAZOL,NA,N, 17.89 , 14.98 ,000551,1,0,-,NENHUM,0,S, -   ,DIVCOM PHARMA,0
7898414852604,CLOTRIMIX ESMALTE,Esmalte 7ml,CLOTRIMIX ESMALTE - Esmalte 7ml,000244527,0, 36.62 ,0, -   ,,STEARETH-21+STEARETH-2 PHOSPHATE+MELALEUCA ALTERNIFOLIA LEAF OIL+,NA,N, 36.62 , 36.62 ,000551,1,0,-,NENHUM,0,N, -   ,DIVCOM PHARMA,0
7893736014181,CLOVIR,200mg cx 25 comp,CLOVIR - 200mg cx 25 comp,000214038,0, 66.44 ,91.84, 91.84 ,,ACICLOVIR,NA,N, 78.06 , -   ,000045,1,0,+,NENHUM,0,S, 38.24 ,CAZI,0
7893736020182,CLOVIR,50mg creme bg 10g,CLOVIR - 50mg creme bg 10g,000214037,0, 19.73 ,26.24, 26.24 ,,ACICLOVIR,NA,N, 22.3 , -   ,000045,1,0,-,NENHUM,0,S, 33.00 ,CAZI,0
7891317422073,CLOXAZOLAM,1mg cx 20 comp,CLOXAZOLAM - 1mg cx 20 comp,000222040,0, 9.93 ,13.73, 13.73 ,,CLOXAZOLAM,B1,S, 8.92 , 3.14 ,000099,1,0,+,PSICOTROPICO,30049073,N, 33.00 ,EUROFARMA,0
7896261012172,CLOXAZOLAM,1mg cx 20 comp,CLOXAZOLAM - 1mg cx 20 comp,000222132,0, 9.93 ,13.73, 13.73 ,,CLOXAZOLAM,NA,S, -   , 7.75 ,000319,1,0,+,PSICOTROPICO,0,S, 38.24 ,NOVARTIS,0
7896261012196,CLOXAZOLAM,2mg cx 20 comp,CLOXAZOLAM - 2mg cx 20 comp,000222133,0, 15.65 ,21.63, 21.63 ,,CLOXAZOLAM,B1,S, -   , 12.22 ,000319,1,0,+,PSICOTROPICO,0,S, 38.24 ,NOVARTIS,0
7891317422080,CLOXAZOLAM,2mg cx 20 comp,CLOXAZOLAM - 2mg cx 20 comp,000222041,2, 15.65 ,21.63, 21.63 ,,CLOXAZOLAM,B1,S, 14.06 , 8.53 ,000099,1,0,+,PSICOTROPICO,30049073,N, 33.00 ,EUROFARMA,0
7896261012219,CLOXAZOLAM,4mg cx 20 comp,CLOXAZOLAM - 4mg cx 20 comp,000222134,0, 23.64 ,32.68, 32.68 ,,CLOXAZOLAM,NA,S, -   , 18.46 ,000319,1,0,+,PSICOTROPICO,0,S, 38.24 ,NOVARTIS,0
7891317422097,CLOXAZOLAM,4mg cx 20 comp,CLOXAZOLAM - 4mg cx 20 comp,000222042,0, 23.64 ,32.68, 32.68 ,,CLOXAZOLAM,B1,S, -   , 18.46 ,000099,1,0,+,PSICOTROPICO,30039073,N, 33.00 ,EUROFARMA,0
7897595615916,CLOXAZOLAM,1mg 30 cp,CLOXAZOLAM - 1mg 30 cp,000238764,4, 14.88 ,20.57, 20.57 ,,CLOXAZOLAM,B1,S, 18.51 , 10.06 ,000161,1,0,+,PSICOTROPICO,30049073,S, -   ,SANDOZ,0
7897595615947,CLOXAZOLAM,2mg 30 cp,CLOXAZOLAM - 2mg 30 cp,000238765,0, 23.47 ,32.44, 32.44 ,,CLOXAZOLAM,B1,S, 18.54 , 15.29 ,000161,1,0,+,PSICOTROPICO,30049073,N, -   ,SANDOZ,0
7897595615978,CLOXAZOLAM,4mg cx 30 comp,CLOXAZOLAM - 4mg cx 30 comp,000240047,0, 35.4 ,48.94, 48.94 ,,CLOXAZOLAM,NA,S, 31.11 , 31.11 ,000161,1,0,+,NENHUM,0,N, -   ,SANDOZ,0
7891317448424,CLOXAZOLAM,1mg cx 30 comp,CLOXAZOLAM - 1mg cx 30 comp,000233922,0, 14.9 ,20.59, 20.59 ,,CLOXAZOLAM,B1,S, 18.38 , 5.84 ,000099,1,0,+,PSICOTROPICO,30049073,N, 33.00 ,EUROFARMA,0
7891317448431,CLOXAZOLAM,2mg cx 30 comp,CLOXAZOLAM - 2mg cx 30 comp,000233923,0, 23.47 ,32.44, 32.44 ,,CLOXAZOLAM,B1,S, 11.91 , 11.22 ,000099,1,0,+,PSICOTROPICO,30049073,N, 49.28 ,EUROFARMA,0
7896676405736,CLOZAPINA,100mg cx 450 comp emp hosp,CLOZAPINA - 100mg cx 450 comp emp hosp,000234968,0, 1708.39 ,0, -   ,,CLOZAPINA,NA,S, 1411.9 , 1411.9 ,000266,1,0,+,NENHUM,0,S, -   ,CRISTALIA,0
7896676403190,CLOZAPINA,25mg cx 200 comp emb hosp,CLOZAPINA - 25mg cx 200 comp emb hosp,000234969,0, 165.77 ,0, -   ,,CLOZAPINA,NA,S, 137.01 , 137.01 ,000266,1,0,+,NENHUM,0,S, -   ,CRISTALIA,0
7891045038515,CLUSIVOL,composto fr 240ml,CLUSIVOL - composto fr 240ml,000206536,2, 37.37 ,49.7, 49.7 ,,POLIVITAMINICO+POLIMINERAL,NA,N, 39.73 , 37.65 ,000010,1,0,-,SEM TARJA,30045090,N, 33.00 ,WYETH CONSUMER,0
7898074613348,COBACTIN,"0,8+0,2mg xpe fr 120ml sb morango","COBACTIN - 0,8+0,2mg xpe fr 120ml sb morango",000024872,0, 14.07 ,18.71, 18.71 ,,COBAMAMIDA+CLORIDRATO DE CIPROEPTADINA,NA,N, 15.9 , 12.46 ,000190,1,0,-,TARJADO,30039099,N, 33.00 ,ZAMBON,0
7898074613119,COBACTIN,4+1mg cx 16 comp,COBACTIN - 4+1mg cx 16 comp,000024830,0, 9.87 ,13.13, 13.13 ,,COBAMAMIDA+CLORIDRATO DE CIPROEPTADINA,NA,N, 11.16 , 10.39 ,000190,1,0,-,NENHUM,30039099,N, 33.00 ,ZAMBON,0
7898495603805,COBAVIT,"0,8mg/ml xpe fr 100ml+4mg/g salicilal x 5g+cm","COBAVIT - 0,8mg/ml xpe fr 100ml+4mg/g salicilal x 5g+cm",000239205,0, 13.66 ,18.17, 18.17 ,,CLORIDRATO DE CIPROEPTADINA,NA,N, 15.44 , 12.4 ,000351,1,0,-,NENHUM,0,S, -   ,CIFARMA,0
7896255767330,COBAVITAL,1mg+4mg 16com,COBAVITAL - 1mg+4mg 16com,000242177,4, 10.08 ,13.41, 13.41 ,,CLORIDRATO DE CIPROEPTADINA+COBAMAMIDA,NA,N, 10.5 , 9.75 ,000003,1,0,-,SEM TARJA,30049069,N, 38.24 ,ABBOTT,0
7896255767088,COBAVITAL,1mg+4mg/5ml xpe 100ml,COBAVITAL - 1mg+4mg/5ml xpe 100ml,000242178,0, 13.37 ,17.78, 17.78 ,,CLORIDRATO DE CIPROEPTADINA+COBAMAMIDA,NA,N, 15.11 , 11.79 ,000003,1,0,-,SEM TARJA,30049069,N, 38.24 ,ABBOTT,0
7896472512843,COCICHIMIL,"0,5mg cx 20 comp","COCICHIMIL - 0,5mg cx 20 comp",000234808,0, 11.5 ,15.89, 15.89 ,,COLCHICINA,NA,N, 13.51 , 9.62 ,000419,1,0,+,NENHUM,0,S, -   ,MULTILAB,0
7896261008083,CODATEN,50+50mg cx 10 comp rev,CODATEN - 50+50mg cx 10 comp rev,000219562,1, 25.85 ,34.38, 34.38 ,,DICLOFENACO DE SODIO+CODEINA,C1,N, 29.53 , 25.22 ,000319,1,0,-,PSICOTROPICO,30044040,N, 38.24 ,NOVARTIS,0
7896261006003,CODATEN,50+50mg cx 20 comp rev,CODATEN - 50+50mg cx 20 comp rev,000217744,0, 51.62 ,68.66, 68.66 ,,DICLOFENACO DE SODIO+CODEINA,C1,N, 58.36 , 50.15 ,000319,1,0,-,PSICOTROPICO,30049037,N, 38.24 ,NOVARTIS,0
7896676400175,CODEIN,30mg cx 30 comp,CODEIN - 30mg cx 30 comp,000208521,14, 27.67 ,38.25, 38.25 ,,FOSFATO DE CODEINA,C1,N, 28.2 , 25.72 ,000266,1,0,+,PSICOTROPICO,30044040,N, 38.24 ,CRISTALIA,0
7896676400489,CODEIN,3mg fr 120ml,CODEIN - 3mg fr 120ml,000209750,0, 31.66 ,43.77, 43.77 ,,FOSFATO DE CODEINA,C1,N, 37.2 , 28.65 ,000266,1,0,+,PSICOTROPICO,30044040,N, 38.24 ,CRISTALIA,0
7896676400465,CODEIN,60mg cx 30 comp,CODEIN - 60mg cx 30 comp,000208522,0, 45.99 ,63.57, 63.57 ,,FOSFATO DE CODEINA,C1,N, 54.03 , 40.84 ,000266,1,0,+,PSICOTROPICO,30044040,N, 38.24 ,CRISTALIA,0
7896676402766,CODEIN,30mg cx 25amp x 2ml emb hosp,CODEIN - 30mg cx 25amp x 2ml emb hosp,000208523,0, 150.96 ,0, -   ,,FOSFATO DE CODEINA,NA,N, -   , -   ,000266,1,0,+,PSICOTROPICO,30044040,N, 38.24 ,CRISTALIA,0
7896714213767,CODERGINE,6mg cx 14 cap gel dura,CODERGINE - 6mg cx 14 cap gel dura,000228052,0, 46.83 ,64.74, 64.74 ,,MESILATO DE CODERGOCRINA,NA,N, 55.03 , -   ,000133,1,0,+,NENHUM,0,S, 38.24 ,NEO QUIMICA,0
7896006212577,CODEX,30mg cx 12 comp,CODEX - 30mg cx 12 comp,000216909,0, 16.08 ,21.39, 21.39 ,,CODEINA+PARACETAMOL,C1,N, 18.18 , 14.42 ,000180,1,0,-,PSICOTROPICO,30049045,N, 38.24 ,UNIAO QUIMICA,0
7896006214939,CODEX,"7,5mg cx 12 comp","CODEX - 7,5mg cx 12 comp",000216908,0, 11.63 ,15.47, 15.47 ,,CODEINA+PARACETAMOL,C1,N, 13.15 , 11.47 ,000180,1,0,-,PSICOTROPICO,30049064,N, 38.24 ,UNIAO QUIMICA,0
7898216361786,COENAPLEX,10+25mg cx 30 comp,COENAPLEX - 10+25mg cx 30 comp,000225742,0, 18.82 ,26.01, 26.01 ,,MALEATO DE ENALAPRIL+HIDROCLOROTIAZIDA,NA,N, 22.11 , -   ,000368,1,0,+,NENHUM,0,S, 38.24 ,PHARLAB,0
7898216361793,COENAPLEX,"20+12,5mg cx 30 comp","COENAPLEX - 20+12,5mg cx 30 comp",000225743,0, 29.8 ,41.2, 41.2 ,,MALEATO DE ENALAPRIL+HIDROCLOROTIAZIDA,NA,N, 35.02 , -   ,000368,1,0,+,NENHUM,0,S, 38.24 ,PHARLAB,0
7896083410552,COGNITUS,225mg comp x 60,COGNITUS - 225mg comp x 60,000244490,0, 60.14 ,79.99, 79.99 ,,BACOPA MONNIERI,NA,N, 60.14 , 60.14 ,000492,1,0,-,NENHUM,0,N, -   ,SANOFI-AVENTIS,0
7896083410026,COLAGENAN,750mg cx 45 cap,COLAGENAN - 750mg cx 45 cap,000243269,0, 21.85 ,0, -   ,,GELATINA PURA,NA,N, -   , 20.81 ,000260,1,0,N,NENHUM,0,N, -   ,HERBARIUM,0
7899095245686,COLCHICINA,"0,5mg cx 30 comp","COLCHICINA - 0,5mg cx 30 comp",000240400,0, 22.37 ,30.92, 30.92 ,,COLCHICINA,NA,S, 19.9 , 19.9 ,000437,1,0,+,NENHUM,0,N, -   ,GEOLAB,0
7896637024358,COLCHIS,"0,5mg cx 30 comp","COLCHIS - 0,5mg cx 30 comp",000228353,5, 34.42 ,47.57, 47.57 ,,COLCHICINA,NA,N, 39.84 , 31.85 ,000012,1,0,+,TARJADO,30039099,N, 38.24 ,APSEN,1
7896637024365,COLCHIS,1mg cx 30 comp,COLCHIS - 1mg cx 30 comp,000227425,0, 40.02 ,55.32, 55.32 ,,COLCHICINA,NA,N, 38.72 , 35.13 ,000012,1,0,+,TARJADO,30049099,N, 38.24 ,APSEN,0
7896472516292,COLCICHINA,"0,5mg cx 20","COLCICHINA - 0,5mg cx 20",000244497,0, 14.02 ,19.38, 19.38 ,,COLCICHINA,NA,S, 14.02 , 14.02 ,000419,1,0,+,NENHUM,0,N, -   ,MULTILAB,0
7897655040801,COLCITRAT,"0,5mg cx 20 comp","COLCITRAT - 0,5mg cx 20 comp",000222705,0, 19.2 ,26.54, 26.54 ,,COLCHICINA,NA,N, 22.56 , 15.33 ,000179,1,0,+,TARJADO,30039099,N, 38.24 ,UCI-FARMA,0
7896658025150,COLIKIDS,fr gts 5ml,COLIKIDS - fr gts 5ml,000243047,9, 54.64 ,0, -   ,,LACTOBACILLUS REUTERI,NA,N, 62.29 , 54.19 ,000004,1,0,N,SEM TARJA,21069030,N, -   ,ACHE,0
7896622300245,COLIRIO BLUMEN,sol fr 20ml,COLIRIO BLUMEN - sol fr 20ml,000025763,0, 7.96 ,10.59, 10.59 ,,ACIDO BORICO,NA,N, 9.00 , -   ,000133,1,0,-,NENHUM,0,S, 33.00 ,NEO QUIMICA,0
7899095220928,COLIRIO GEOLAB,"0,15+0,3mg/ml sol oft fr 20ml","COLIRIO GEOLAB - 0,15+0,3mg/ml sol oft fr 20ml",000236933,0, 7.59 ,10.1, 10.1 ,,CLORIDRATO DE NAFAZOLINA+SULFATO DE ZINCO,NA,N, 8.59 , 6.98 ,000437,1,0,-,NENHUM,0,S, -   ,GEOLAB,0
7896004810188,COLIRIO LEGRAND GTS,fr gts 20ml,COLIRIO LEGRAND GTS - fr gts 20ml,000025976,0, 8.11 ,10.79, 10.79 ,,CLORIDRATO DE NAFAZOLINA+SULFATO DE ZINCO+ACIDO BORICO+BORATO DE SODIO,NA,N, 9.17 , -   ,000548,1,0,-,NENHUM,3004909901,N, 33.00 ,LEGRAND OTC,0
7891058020316,COLIRIO MOURA BRASIL,"0,15+0,3mg sol oft fr 20ml","COLIRIO MOURA BRASIL - 0,15+0,3mg sol oft fr 20ml",000026000,13, 8.8 ,11.7, 11.7 ,,CLORIDRATO DE NAFASOLINA+SULFATO DE ZINCO HEPTAIDRATADO,NA,N, 10.24 , 8.73 ,000492,1,0,-,SEM TARJA,30049069,N, 33.00 ,SANOFI-AVENTIS,1
7896714224459,COLIRIO NEO BRASIL,"0,15+0,30mg/ml sol oft fr x20ml","COLIRIO NEO BRASIL - 0,15+0,30mg/ml sol oft fr x20ml",000237668,0, 7.59 ,10.09, 10.09 ,,CLORIDRATO DE NAFAZOLINA+SULFATO DE ZINCO,NA,N, 8.58 , 6.97 ,000133,1,0,-,NENHUM,0,N, -   ,NEO QUIMICA,0
